ID,Program category,University,Program,Degree,Major/Specialization,Academic or Professional,School/Department/College,Program link,Contact information,Description,Length,Career,Faculty,Enrolling semester,Application deadline,Application fee,Application material,Required tests,English requirement,Application review procedures,Admission decision timeline,Acceptance rate,Attendance rate of admitted students,# of students enroll per year,% of International students,% of Chinese students,Average GPA,Average/Desirable GRE,Undergraduate institutions represented by Chinese students,Tuition & fees,Books & Supplies,Living cost,Scholarships & Financial aid,Year of Founded,Public/Private,Enrollment,Location,Setting
160,Communication,University of Connecticut ,MA in Communication,M.A.,Communication,Academic,Department of Communication,http://www.coms.uconn.edu/masters/index.html,"Dr. Mark Hamilton, Graduate Program Director,
mark.hamilton@uconn.edu",Communication类的理论项目。侧重研究人类沟通行为，强调传播理论及研究的发展，适合希望继续深造或从事广告及市场研究、组织研究等工作。,2 Years,,,Fall,1-Jan,,Personal Statement; Letters of recommendation (3); ,GRE,"TOEFL, minimum 550; applicants for TA need 50 on TSE",Rolling basis,,,,,,,,School don't track,,"$19,000","$1,000","$16,000",Limited assistantship available,1881,Public,"30,474 (2013)","Storrs, CT",Rural
161,Communication,University of Connecticut,PhD in Communication ,PhD,Communication,Academic,Department of Communication,http://www.coms.uconn.edu/doctorate/index.html,,注重传播学理论的广泛探究及科研方法的学习。研究方向包括：Interpersonal; Marketing Commuication; Mass Communication; New Communication Technology; Nonverbal Communication; Persuasion,4 Years,,,Fall,1-Jan,,Personal Statement; Letters of recommendation (3); Master degree,GRE,"TOEFL, minimum 550; applicants for TA need 50 on TSE",Rolling basis,,,,,,,,School don't track,,"$19,000","$1,000","$16,000",Fully funded,1881,Public,"30,474 (2013)","Storrs, CT",Rural
162,Communication,University of Delaware ,Comunication,M.A.,Communication,Academic/Professional,Department of Communication,http://www.udel.edu/communication/udmacomm.html,"Director of Graduate Studies, Nancy Signorielli, nancys@udel.edu",专注于人际及大众传播的理论与实践融合的项目。学生在学习传播理论与研究方法的基础上，学习公关、政治传播、策略传播方面的实践经验。毕业生在公关及策略传播类的组织工作。,2 Years,,,Fall,1-Feb,$75,"Statement of Purpose, Required essay","GRE, minimum, Verbal-153, Quantatative-146, Writing-4.4","iBT, minimum 114",Review at one time,Decisions available by mid March,55.00%,,8,38.00%,,3.4,Refer to minimum requirement,,"$30,000","$1,000","$16,000",TA available,1743,Public,"21,856 (2012)","Newark, DE",College Town
163,Communication,University of Denver,Communication Studies,M.A./PhD,Communication Studies,Academic,Department of Communication Studies,http://www.du.edu/ahss/schools/comn/programs/graduate/index.html,"Professor Morr Serewicz, Director of Graduate Studies, mserewic@du.edu",研究传播在人类社会及生活中的作用的学术项目，具体领域为家庭生活、文化形成以及公共传播。研究方向包括：Interpersonal and Family Communication; Culture and Communication; Rhetoric and Communication Ethics,2 Years,,,Fall/Winter/Spring,Fall-Dec 15; Winter-Mar 15; Spring-Jun 15,$65,Resume or CV; Statement of Purpose; Letters of recommendation (3);?,GRE,"iBT, minimum 80; IELTS, minimum 6.0. TA applicants should have Speaking session of 26 on iBT and 8.0 on IELTS.",Rolling basis,,40.0%,,,,,,School don't track,,"$27,700","$1,800","$16,500",Merit-based fundings available,1864,Private,"11,843 (2013)","Denver, CO",Urban
164,Communication,University of Denver,International and Intercultural Communication,M.A.,Global Communication,Academic+Professional,"Department of Media, Film & Journalism Studies",http://www.du.edu/ahss/mfjs/programs/graduate/iic.html,"Kate Burns,  kate.burns@du.edu","侧重于国际传播与跨文化传播的融合理论与实践的项目。由Department of Media, Film & Journalism Studies 和School of International Studies联合推出，学生可在两个学院选课并订制自己的研究方向。学生毕业后从事国际化及跨文化的公关、营销、电视、新闻、政府政策、培训及教育等方面的工作。 ",2 Years,,,Fall,1-Jan,$65,Statement of Purpose; Letters of recommendation (3),"GRE, minimum 50%","iBT, minimum 105 (Writing 27 26); IELTS, 7.5 (Writing 8.0). TA applicants should have speaking session of 26 on iBT and 8.0 on IELTS.",Review at one time,Decisions available in early March,40.0%,,15 to 20,10.0%,,3.5,Refer to minimum requirement,,"$27,700","$1,800","$16,500",School-level fundings available,1864,Private,"11,843 (2013)","Denver, CO",Urban
165,Communication,University of Denver ,"Media, Film and Journalism Studies (Student Designed Emphasis)",M.A.,Media,Academic,"Department of Media, Film & Journalism Studies",http://www.du.edu/ahss/mfjs/programs/graduate/studentdesign.html,"Kate Burns,  kate.burns@du.edu",关于媒体的学术研究项目。学生在完成传播、媒体理论等必修课程后，可订制媒自己感兴趣的体领域的研究方向。,2 Years,,,Fall,1-Jan,$65,Statement of Purpose; Letters of recommendation (3),"GRE, minimum 50%","iBT, minimum 105 (Writing 27 26); IELTS, 7.5 (Writing 8.0). TA applicants should have speaking session of 26 on iBT and 8.0 on IELTS.",Review at one time,Decisions available in early March,50.0%,,5,10.0%,,School don't track,Refer to minimum requirement,,"$27,700","$1,800","$16,500",School-level fundings available,1864,Private,"11,843 (2013)","Denver, CO",Urban
166,Communication,University of Denver ,Strategic Communication,M.S.,Advertising/PR,Academic+Professional,"Department of Media, Film & Journalism Studies",http://www.du.edu/ahss/mfjs/programs/graduate/ms_stratcomm.html,"Kate Burns,  kate.burns@du.edu","偏重策略性传播的融合理论与实践的项目。学生将会建立媒体和传播方面的坚实的理论背景，同时还会学习到应用研究、内容设计、公关写作等课程。项目擅长非盈利、及国际传播方向，Faculty背景包括：Nonprofit, International, Intercultural, Health, Corporate, Crisis and Political communication.",2 Years,,,Fall,1-Jan,$65,Statement of Purpose; Letters of recommendation (3),"GRE, minimum 50%","iBT, minimum 105 (Writing 27 26); IELTS, 7.5 (Writing 8.0). TA applicants should have speaking session of 26 on iBT and 8.0 on IELTS.",Review at one time,Decisions available in early March,50.0%,,5,10.0%,,School don't track,Refer to minimum requirement,,"$27,700","$1,800","$16,500",School-level fundings available,1864,Private,"11,843 (2013)","Denver, CO",Urban
167,Communication,University of Florida,Master of Advertising,Master of Advertising,Advertising/PR,Academic/Professional,College of Journalism and Communications,http://www.jou.ufl.edu/academics/masters/master-of-advertising/,"Sarah G. Lee, sglee@jou.ufl.edu","兼顾理论与实践的广告学项目。学生既学习广告理论、研究方法以制定广告及整合传播方案，又可以专攻广告行业某一领域的技能，如account management, research, creative strategy, media planning, new technology and advertising sales management.学生以Thesis或实践项目作为毕业作品。",1.5-2 Years,,,Fall,30-Jan,$30,Resume or CV; Statement of Purpose; Letters of recommendation (3); Sample of Work; academic or professional background or prerequisites,GRE,"iBT, minimum 90 (Speaking 26); IELTS, 6.0",Rolling basis,2 weeks of review time,,50.0%,9,50.0%,,3.4,"Verbal-156, Quantatative-146",,"$22,500","$1,000","$14,000",Assistantships are available,1853,Public,"49,913","Gainesville, FL",College Town
168,Communication,University of Florida,MA in Mass Communication ( Journalism Track),M. A.,Journalism,Academic/Professional,College of Journalism and Communications,http://www.jou.ufl.edu/academics/masters/mamc-journalism/,gradapps@jou.ufl.edu,"兼顾理论与实践的新闻类项目。学习大众传播,尤其是新闻媒体在社会进步中的作用。在此项目中，新闻媒体限定为广播媒体以外的媒体形式，如报纸、杂志、网络媒体。学生以论文或实践项目作为毕业作品。",1.5-2 Years,,,Fall,30-Jan,$30,Resume or CV; Statement of Purpose; Letters of recommendation (3); Sample of Work,GRE,"iBT, minimum 90 (Speaking 26); IELTS, 6.0",,,,75.00%,10,75.00%,,3.4,"Verbal-156, Quantatative-146",,"$22,500","$1,000","$14,000",Assistantships are available,1853,Public,"49,913","Gainesville, FL",College Town
169,Communication,University of Florida,MA in Mass Communication (Public Relations Track),M.A.,Advertising/PR,Academic,College of Journalism and Communications,http://www.jou.ufl.edu/academics/masters/master-of-public-relations/,gradapps@jou.ufl.edu,PR方向的研究类项目。课程内容包括传播学理论、公关理论、公关调研、职业伦理、职业也管理技巧能。毕业生继续深造或进入公关行业研究部门工作。,1.5-2 Years,,,Spring/Summer/Fall,,$30,Resume or CV; Statement of Purpose; Letters of recommendation (3); Sample of Work,GRE,"iBT, minimum 90 (Speaking 26); IELTS, 6.0",,,40.0%,75.00%,10,75.00%,,3.4,"Verbal-156, Quantatative-146",,"$22,500","$1,000","$14,000",Assistantships are available,1853,Public,"49,913","Gainesville, FL",College Town
170,Communication,University of Florida, MA in Mass Communication (Telecommunication Track),M. A.,New media,Academic/Professional,College of Journalism and Communications,http://www.jou.ufl.edu/academics/masters/mamc-telecommunication/,gradapps@jou.ufl.edu,兼顾理论与实践的电信类项目。项目融合传播学与电信方向特定内容，课程包括传播与社会、受众分析、电信法规与管理、电信实践等。,1.5-2 Years,,,Spring/Fall,,$30,Resume or CV; Statement of Purpose; Letters of recommendation (3); Sample of Work,GRE,"iBT, minimum 90 (Speaking 26); IELTS, 6.0",,,,75.00%,10,75.00%,,3.4,"Verbal-156, Quantatative-146",,"$22,500","$1,000","$14,000",Assistantships are available,1853,Public,"49,913","Gainesville, FL",College Town
171,Communication,University of Florida,MA in Mass Communication (International/Intecultural Communication Track),M. A.,Global Communication,Academic/Professional,College of Journalism and Communications,http://www.jou.ufl.edu/academics/masters/mamc-internationalintercultural-communication-specialization/,gradapps@jou.ufl.edu,International Communication侧重学习国际新闻、国际商业及营销传播； Intercultural Communication侧重学习跨文化、跨价值体系的人际交流。要求学生掌握英文以外的一门语言。,1.5-2 Years,,,Spring/Fall,,$30,Resume or CV; Statement of Purpose; Letters of recommendation (3); Sample of Work,GRE,"iBT, minimum 90 (Speaking 26); IELTS, 6.0",,,,75.00%,10,75.00%,,3.4,"Verbal-156, Quantatative-146",,"$22,500","$1,000","$14,000",Assistantships are available,1853,Public,"49,913","Gainesville, FL",College Town
172,Communication,University of Florida,MA in Mass Communication (Science/Health Communication Track),M. A.,Health Communication,Academic/Professional,College of Journalism and Communications,http://www.jou.ufl.edu/academics/masters/mamc-sciencehealth-communication/,gradapps@jou.ufl.edu,兼顾理论与实践的科学/健康传播类项目。主旨是培训科学/健康行业的专家如何利用媒体与大众沟通，或媒体从业者更好的理解科学/健康行业。适合专注于科学方向的媒体从业者或有意在科学/健康行业从事公共事务的申请者。,1.5-2 Years,,,Fall,30-Jan,$30,Resume or CV; Statement of Purpose; Letters of recommendation (3); Sample of Work,GRE,"iBT, minimum 90 (Speaking 26); IELTS, 6.0",,,,75.00%,10,75.00%,,3.4,"Verbal-156, Quantatative-146",,"$22,500","$1,000","$14,000",Assistantships are available,1853,Public,"49,913","Gainesville, FL",College Town
173,Communication,University of Florida,MA in Mass Communication (Mass Communication Law Track),M.A.,Communication,Academic,College of Journalism and Communications,http://www.jou.ufl.edu/academics/masters/mamc-mass-communication-law/,gradapps@jou.ufl.edu,关于传播学法律的理论项目。课程包括传播学理论、传播学研究方法、大众传播与社会、大众传播法务等。,1.5-2 Years,,,Fall,30-Jan,$30,Resume or CV; Statement of Purpose; Letters of recommendation (3); Sample of Work,GRE,"iBT, minimum 90 (Speaking 26); IELTS, 6.0",,,,75.00%,10,75.00%,,3.4,"Verbal-156, Quantatative-146",,"$22,500","$1,000","$14,000",Assistantships are available,1853,Public,"49,913","Gainesville, FL",College Town
174,Communication,University of Georgia,MA in Journalism and Mass Communication,M.A.,Communication,Academic,Grady College of Journalism and Mass Communication,http://grady.uga.edu/graduate_studies/masters,"Office of Graduate Studies, dmarable@uga.edu","Concentrations: Advertising, Public Relations, Mass Media Studies, Jounrnalism, Health and Medical Journalism, and Telecommunicaitons",2 Years,,,Fall,1-Mar,$50,Resume/CV; Statement of Purpose; Letters of recommendation (3); ,GRE,,,,,,,,,,,,,,,Limited funding opportunities,1785,Public,,"Athens, GA",Urban
175,Communication,University of Georgia,PhD in Mass Communication ,PhD,Communication,Academic,Grady College of Journalism and Mass Communication,http://grady.uga.edu/graduate_studies/PhD,"Office of Graduate Studies, dmarable@uga.edu",,3 Years,,,Fall,1-Jan,$50,Resume/CV; Statement of Purpose; Letters of recommendation (3); Master degree,GRE,,,,,,,,,,,,,,,Three years of assistantship support.,1785,Public,,"Athens, GA",Urban
176,Communication,University of Georgia,MA in Communication Studies,M.A.,Communication Studies,Academic,Department of Communication Studies,http://comm.uga.edu/page/prospective-students,"Graduate Coordinator, Dr. Jennifer Samp, jasamp@uga.edu",,2 Years,,,Fall,6-Jan,,Statement of Purpose; Letters of recommendation (3); Writing sample,"GRE, minimum Verbal-153, Quantitative-144","iBT, minimum (Speaking 26); IELTS, ",Review at one time,Decisions available from Feb ,12.00%,,2 to 6,,,School don't track,,,,,,Funding opportunities available,1785,Public,,"Athens, GA",Urban
177,Communication,University of Georgia,PhD in Communication Studies,PhD,Communication Studies,Academic,Department of Communication Studies,http://comm.uga.edu/page/prospective-students,"Graduate Coordinator, Dr. Jennifer Samp, jasamp@uga.edu",,5Years,,,Fall,6-Jan,,Statement of Purpose; Letters of recommendation (3); Writing sample,"GRE, minimum Verbal-153, Quantitative-144",,Review at one time,Decisions available from Feb ,12.00%,,2 to 8,,,Minimum 3.5,,,,,,Funding opportunities available,1785,Public,,"Athens, GA",Urban
178,Communication,University of Hawaii at Manoa,MA in Communication,M.A.,Communication,Academic,College of Social Sciences - School of Communications,http://www.communications.hawaii.edu/com/graduate/index.html, commgrad@hawaii.edu,Communication方向的理论项目。在学习通用传播学理论及研究方法的基础上，学生可专攻如下领域的课程：Intercultural Communication；Telecommunication & New Media；Global Communication & Journalism,2 Years,,,Fall,15-Jan,$100,Statement of Purpose; Letters of recommendation (3); ,None,"iBT, minimum 100",Review at one time,Decisions available from the end of Februrary,26.00%,,15 - 20,33.00%,,School don't track,N/A,,"$24,900","$1,200","$15,000",Limited funding opportunities,1907,Public,"60,321 (2011)","Honolulu, HI",Urban
179,Communication,University of Hawaii at Manoa,PhD in Communication and Information Sciences,PhD,Communication,Academic,College of Social Sciences - School of Communications,http://www.communications.hawaii.edu/com/graduate/interdisciplinary.html,cis-chair@lists.hawaii.edu,传播与信息科学类的学术项目。在学习信息与计算机科学、传播学、图书馆与信息研究、信息管理系统知识的基础上，鼓励学生与政治学、经济学、工程学、行为学等领域交融，在某一跨学科领域开展独立研究。项目研究方向包括：Information & Computer Sciences; Communication; Decision Sciences; Library & Information Studies,5 Years,,,Fall,1-Feb,$100,Statement of Purpose;,GRE/GMAT,,Review at one time,Decisions available from the end of Februrary,30.0%,,5,33.00%,,School don't track,School don't track,,"$24,900","$1,200","$15,000",Scholarships are available,1907,Public,"60,321 (2011)","Honolulu, HI",Urban
180,Communication,University of Illinois at Urbana-Champagn,Advertising,M.S. ,Advertising/PR,Academic/Professional,College of Media,http://media.illinois.edu/programs/msa,addept@illinois.edu,结合广告学理论与实践的项目。课程从广告学理论、量化研究方法入手，使学生深入理解广告的意义。学生可通过选修课增强实际应用知识。项目还有多个学生运作的广告公司组织供学生参与并增加实践机会。,1.5 Years,,,Fall,1-Feb,$90,Statement of Purpose; Letters of recommendation (3); Undergraduate degree in advertising,GRE/GMAT,"iBT, minimum 104",Review at one time,Decisions available at mid-late March,35.00%,,20 - 25,70.0%,50.0%,3.6,School don't track,,"$29,000","$1,800","$17,000",Assistantship and fellowship available ,1867,Public,"44,520 (2012)","Champaign, IL",Urban
181,Communication,University of Illinois at Urbana-Champagn,Journalism,M.S. ,Journalism,Professional,College of Media,http://media.illinois.edu/programs/msj, journ@illinois.edu,学习新闻与报道的实践类项目。学生在深入理解传播理论的基础上学习实际的新闻采访与报道技巧。项目侧重于公共事务新闻报道。,1.5 Years,,,Fall,15-Jan,$90,Writing samples,GRE,"iBT, minimum 100; IELTS, 6.5 with no band under 6.0 ",Review at one time,Decisions available at mid-late March,10.0%,,15 - 20,50.0%,,Minimum 3.2,School don't track,,"$29,000","$1,800","$17,000",Assistantship and fellowship available ,1867,Public,"44,520 (2012)","Champaign, IL",Urban
182,Communication,University of Illinois at Urbana-Champagn ,Communications and Media,PhD,Communication,Academic,College of Media,http://media.illinois.edu/programs/phd_communications, media-ssc@illinois.edu,"传播与媒体方向的学术项目。项目在文学、社会科学研究、文化理解以及评论方面有很强祭奠，适合希望在这些领域跨界研究的学生。现有的研究方向有Media economics, Organization and structure; Media policy; Political economy of the media; New technologies and new media; Telecommunications; Advertising and consumer research; Media ethics; Media and communications history; Social and cultural studies of science and medicine; Popular culture and film; Race ethnicity and gender; Democracy and the media; and global/international communications. ",4-5 Years,,,Fall,15-Jan,$90,Letters of recommendation (3);,GRE,"iBT, students may be required to take further English classes depending the results after the arrival",Review at one time,Decisions available from March 1,,,,,,,School don't track,,"$29,000","$1,800","$17,000",Assistantship and fellowship available ,1867,Public,"44,520 (2012)","Champaign, IL",Urban
183,Communication,University of Iowa,Journalism and Mass Communication,M.A.,Communication,Academic,College of Liberal Arts and Sciences - School of Journalism and Mass Communication,http://clas.uiowa.edu/sjmc/graduate-programs/master-of-arts-journalism-and-mass-communication, sjmc-grad@uiowa.edu,"新闻传播方向的学术项目。适合继续在传播领域深造的申请者。学生在学习传播学理论及研究方法后，选择感兴趣的领域开展研究工作。主流方向为：Technology, innovation and media; Social and collaborative multimedia; Cross-media studies; and visual communication.项目也有新闻制作类的课程供选修。",2 Years,,,Fall,10-Jan,$100,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample; ,GRE,"iBT, minimum 100",Review at one time,Decisions available from the end of Februrary,,,0 to 5,,,,School don't track,,"$27,000","$1,000","$12,000",Fundings are available.,1847,Public,"31,065 (2013)","Iowa City, IA",College Town
184,Communication,University of Iowa,Strategic Communication,M.A.,Advertising/PR,Professional,College of Liberal Arts and Sciences - School of Journalism and Mass Communication,http://clas.uiowa.edu/sjmc/graduate-programs/master-of-arts-strategic-communication, sjmc-grad@uiowa.edu,"在Des Moines, Iowa校区及网络授课。是策略性传播的实践类项目。内容包括公司传播、组织传播、公关、广告、整合营销传播、政治及公共事务传播、活动策划、风险管理等。学生可通过选修课细化学习方向。可选方向：Health and medicine, Political communication, and Public affairs communication.",1.5-2 Years,,,Spring/Summer/Fall,,$100,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample; ,GRE,"iBT, minimum 100",Review at one time,Decisions available from the end of Februrary,,,,,,,School don't track,,"$27,000","$1,000","$12,000",Fundings are available.,1847,Public,"31,065 (2013)","Des Moines, IA",College Town
185,Communication,University of Iowa,Mass Communication,PhD,Communication,Academic,College of Liberal Arts and Sciences - School of Journalism and Mass Communication,http://clas.uiowa.edu/sjmc/graduate-programs/phd-mass-communication, sjmc-grad@uiowa.edu,从文化的视角来研习媒体传播的历史、法律、新媒体及国际化方面的特性，方向包括媒体比较、融合、新媒体、健康传播、流行文化、全球化等。学生应从Faculty背景入手找到适合自己的项目。,4-5 Years,,,Fall,10-Jan,$100,Resume or CV; Statement of Purpose; Letters of recommendation (3); Writing sample; ,GRE,"iBT, minimum 100",Review at one time,Decisions available from the end of Februrary,,,,,,,School don't track,,"$27,000","$1,000","$12,000",Fundings are available.,1847,Public,"31,065 (2013)","Iowa City, IA",College Town
186,Communication,University of Iowa,Communication Studies,M.A./PhD,Communication Studies,Academic,College of Liberal Arts and Sciences - Communication Studies Department,http://clas.uiowa.edu/commstudies/graduate-program,commstudies-inquiry@uiowa.edu,从社会学的角度研究传播。从与人文及社会学科的交融来研习传播在社会生活的建立、维护及改革过程中的作用。研究方向包括：Interpersonal Communication and Relationships; Media Studies; and Rhetoric and Public Advocacy.,2-5 Years,,,Fall,1-Jan,$100,Statement of Purpose; Letters of recommendation (3); Writing sample; ,GRE,"iBT, minimum 100",Review at one time,Decisions available from the end of Februrary,25.00%,50.0%,8,19.00%,,School don't track,School don't track,,"$27,000","$1,000","$12,000",TA and RA are available.,1847,Public,"31,065 (2013)","Iowa City, IA",College Town
187,,University of Iowa,Film Studies,M.A./PhD,,,College of Liberal Arts and Sciences - Department of Cinematic Arts,http://clas.uiowa.edu/ccl/graduate-program/ma-film-studies," Steve Ungar, Director of Film Studies,steve-ungar@uiowa.edu",,2-5 Years,,,Fall,1-Jan,$100,Statement of Purpose; Letters of recommendation (3); Writing sample; ,GRE,"iBT, minimum 80; IELTS, minimum 7.0. Admitted students scroring 80-99 are required to take English evaluation before registration.",Review at one time,Decisions available from the end of Februrary,,,,,,,School don't track,,"$27,000","$1,000","$12,000",TA and RA are available.,1847,Public,"31,065 (2013)","Iowa City, IA",College Town
188,Communication,University of Kansas,MS in Journalism (Mass Communications Track),M.S.,Communication,Academic/Professional,William Allen White School of Journalism & Mass Communications,http://www.journalism.ku.edu/overview-5,"Jammie Johnson, jamjohn@ku.edu",融合理论与实践的Communication方向的项目。学习基本的媒体知识，并运用理论及研究方法来研究媒体问题、媒体使用并培养批判性思维。学生通过专修方向培养实践应用技能。专修方向有：Sports media；Health Science Communication；Digital Media Entrepreneurship / Leadership；and Master of Science/ Juris Doctor (MSJD) ,2 Years,,,Fall/Spring,Fall-Feb 1; Spring- Nov 1,$65,Resume or CV; Letters of recommendation (3);,"GRE, minimum Verbal-158, Quantitative-136, Writing-4.5","iBT, minimum 80 (20 on each session), IELTS, minimum 6.0 (5.5 on each session). Applicants scoring any session of iBT of 18-19 or 5.0-5.5 may be admitted contingent on University English test and necessary English courses",Rolling basis,,,,,,,,Refer to minimum requirement,,"$16,000",$600,"$13,000",Scholarships and fellowships are available.,1866,Public,"27,784 (2013)","Lawrence, KS",College Town
189,Communication,University of Kansas,PhD in Journalism & Mass Communication,PhD,Communication,Academic,William Allen White School of Journalism & Mass Communications,http://www.journalism.ku.edu/overview-3, jschool@ku.edu,新闻与传播方向的学术项目。学生应从Faculty背景入手找到符合自己研究兴趣的项目。,4 Years,,,Fall,1-Feb,$65,Resume or CV; Statement of Purpose; Letters of recommendation (3); Master degree,"GRE, minimum Verbal-75%, Quantitative-50%, Writing-75%","iBT, minimum 80 (20 on each session), IELTS, minimum 6.0 (5.5 on each session). Applicants scoring any session of iBT of 18-19 or 5.0-5.5 may be admitted contingent on University English test and necessary English courses",Rolling basis,,,,,,,Minimum 3.5 for graudate study,Refer to minimum requirement,,"$16,000",$600,"$13,000",Scholarships and fellowships are available.,1866,Public,"27,784 (2013)","Lawrence, KS",College Town
190,Communication,University of Kansas,MA in Communication Studies,M.A.,Communication Studies,Academic,College of Liberal Arts and Sciences - Department of Communication Studies ,http://coms.ku.edu/overview-0,"Dr. Robert C. Rowland, rrowland@ku.edu",Communication Studiess是传统的传播学学科。学生在理论和研究方法学习的基础上，找到自己的研究方向，开展创新研究。项目在如下领域颇有建树:Rhetorical studies;Political communication; Organizational communication; Interpersonal communication; and Intercultural communication. ,2 Years,,,Fall/Spring/Summer,Fall-May 5; Spring-Nov 15; Summer-Apr 15,$65,Resume or CV; Statement of Purpose; Letters of recommendation (3);,"GRE, minimum 1150, with two sessions over 60%","iBT, minimum 80 (20 on each session), IELTS, minimum 6.0 (5.5 on each session). Applicants scoring any session of iBT of 18-19 or 5.0-5.5 may be admitted contingent on University English test and necessary English courses",Rolling basis,,32.00%,,12 to 20 with PhD students,15.00%,,Minimum 3.1,Refer to minimum requirement,,"$16,000",$600,"$13,000",TA assistantship application by Jan 5,1866,Public,"27,784 (2013)","Lawrence, KS",College Town
191,Communication,University of Kansas,PhD in Communication Studies,PhD,Communication Studies,Academic,College of Liberal Arts and Sciences - Department of Communication Studies ,http://coms.ku.edu/overview,"Dr. Robert C. Rowland,rrowland@ku.edu",Communication Studiess是传统的传播学学科。学生在理论和研究方法学习的基础上，找到自己的研究方向，开展创新研究。项目在如下领域颇有建树:Rhetorical studies;Political communication; Organizational communication; Interpersonal communication; and Intercultural communication. ,4 Years,,,Fall/Spring/Summer,Fall-May 5; Spring-Nov 15; Summer-Apr 15,$65,Resume or CV; Statement of Purpose; Letters of recommendation (3);,"GRE, minimum 1150, with two sessions over 60%","iBT, minimum 80 (20 on each session), IELTS, minimum 6.0 (5.5 on each session). Applicants scoring any session of iBT of 18-19 or 5.0-5.5 may be admitted contingent on University English test and necessary English courses",Rolling basis,,32.00%,,12 to 20 with MA students,15.00%,,Minimum 3.1 for undergraduate study and 3.6 for graduate study,Refer to minimum requirement,,"$16,000",$600,"$13,000",TA assistantship application by Jan 5,1866,Public,"27,784 (2013)","Lawrence, KS",College Town
192,Communication,University of Kentucky,MA in Communication,M.A.,Communication,Academic,College of Communication & Information,https://ci.uky.edu/grad/ma-communication,Grad.admit@uky.edu,传播学的理论课程，有Thesis/Non-thesis两类课程内容。学生毕业后继续深造或从事行业研究工作。,2 Years,,,Fall,6-Jan,$75,Resume or CV; Statement of Purpose; Letters of recommendation (3);,GRE/GMAT,"iBT, minimum 79; IELTS, minimum 6.5",Rolling basis,4 - 6 weeks of review time,,,,,,,School don't track,,"$21,600","$1,200","$18,000","Assistantship available, no separate application needed",1865,Public,"28,928 (2012)","Lexington, KY",Urban
193,Communication,University of Kentucky,PhD in Communication,PhD,Communication,Academic,College of Communication & Information,https://ci.uky.edu/grad/phd-communication,Grad.admit@uky.edu,"以社会科学的角度研究传播学。学生在研究传播学理论及研究方法的基础上，选择特定领域深入研究并设定自己独特的研究方向。项目研究方向包括：Communication and information systems; Health communication; Interpersonal communication; Risk and crisis communication, and Mass communication.",4 Years,,,Fall,6-Jan,$75,Resume or CV; Statement of Purpose; Letters of recommendation (3);,GRE/GMAT,"iBT, minimum 79; IELTS, minimum 6.5",Rolling basis,4 - 6 weeks of review time,,,,,,,School don't track,,"$21,600","$1,200","$18,000","Assistantship available, no separate application needed",1865,Public,"28,928 (2012)","Lexington, KY",Urban
194,Communication,University of Maryland,Communication,M.A. ,Communication,Academic,College of Arts & Humanities - Department of Communication,http://www.comm.umd.edu/graduate/overview,"Shawn J. Parry-Giles Director of Graduate Studies, spg@umd.edu",Communication的理论研究项目。研究方向：Feminist studies; Health & risk communication; Intercultural communication; Media studies; Persuasion and social influence; Public relations; and Rhetoric and political culture.学院拥有两大研究中心：The Center for Political Communication and Civic Leadership， and The Center for Risk Communication Research. Washington DC 更拥有广阔的政治及社会方面的研究资源可供学生利用。项目只接受目标为PhD学位的学生。学生在满足MA学位要求后，也可选择申请其他学校的PhD.,2 Years,,,Fall,1-Dec,$75,Statement of Purpose; Letters of Recommendation; Sample of Scholarly Writing,GRE,iBT,Rolling basis,Decisions available from Janunary through April,10.0%,,8 to 15,40.0%,,3.75,"Verbal-615, Quantitative-635, Writing-5.5",,"$29,000","$1,200","$16,000",Fully refunded,1856,Public,"37,272 (2013)","College Park, MD",Suburban
195,Communication,University of Maryland,Communication,PhD ,Communication,Academic,College of Arts & Humanities - Department of Communication,http://www.comm.umd.edu/graduate/overview,"Shawn J. Parry-Giles Director of Graduate Studies, spg@umd.edu",Communication的理论研究项目。研究方向：Feminist studies; Health & risk communication; Intercultural communication; Media studies; Persuasion and social influence; Public relations; and Rhetoric and political culture.学院拥有两大研究中心：The Center for Political Communication and Civic Leadership， and The Center for Risk Communication Research. Washington DC 更拥有广阔的政治及社会方面的研究资源可供学生利用。项目只接受目标为PhD学位的学生。学生在满足MA学位要求后，也可选择申请其他学校的PhD.,4 Years,,,Fall,1-Dec,$75,Statement of Purpose; Letters of Recommendation; Sample of Scholarly Writing,GRE,iBT,Rolling basis,Decisions available from Janunary through April,10.0%,,8 to 15,40.0%,,3.75,"Verbal-615, Quantitative-635, Writing-5.5",,"$29,000","$1,200","$16,000",Fully refunded,1856,Public,"37,272 (2013)","College Park, MD",Suburban
